;;;;
Agua,Etilenglicol,Glicerina;;;;
0.3667,0.2488,0.3493;;;;
0.2533,0.2504,0.3489;;;;
0.3506,0.2503,0.3551;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
